,organisation_id,organisation_name,date_lower,date_upper,host_country
848,3488,QinetiQ Space NV,2010-01-01,,Unknown
849,3623,Sidus Space Inc.,2011-01-01,,Unknown
850,3630,"Intuitive Machines, Inc.",2013-01-01,,Unknown
851,3637,Hubble Network Inc.,2021-01-01,,Unknown
852,3644,Dalian University of Technology,1949-01-01,,Unknown
853,3724,Maxar Space Infrastructure,2023-03-05,,Unknown
854,3782,University of Maine,1868-09-21,,Unknown
855,3824,"Airbus Defense and Space, Aquitaine",2014-01-01,2017-07-01,Unknown
856,3833,Kuva Space Oy,2016-01-01,,Unknown
857,3841,UK Space Command,2021-04-01,,Unknown
858,3873,HiStarlink,2021-08-01,,Unknown
859,1448,Royal Institute of Technology,1827-01-01,,Unknown
860,1449,"Maxar Technologies, Ltd",2017-10-01,,Unknown
861,1519,Danish Space Research Institute,1968-01-01,2005-01-01,Unknown
862,1581,Investigaciones Aplicads Sociedad del Estado,,,Unknown
863,1595,Aarhus University,1928-06-06,,Unknown
864,1598,Audacy,2015-06-06,,Unknown
865,1603,DLR Institute fur Raumfahrtsysteme,2006-01-01,,Unknown
866,1607,Exseed Space Innovations Pvt Ltd,2017-04-01,,Unknown
867,1613,Harris Space and Intelligence Systems,2015-06-06,2019-06-01,Unknown
868,1615,"HawkEye 360, Inc.",2016-06-06,,Unknown
869,1619,Instituto Tecnológico de Aeronáutica,1950-01-01,,Unknown
870,1624,"Masdar Institute, Khalifa University",2017-06-06,,Unknown
871,1626,"Millenium Engineering and Integration Services, LLC",1995-05-05,,Unknown
872,1631,Raytheon Space and Information Systems,1997-01-01,,Unknown
873,1638,US Coast Guard Research and Development Center,,,Unknown
874,1640,USN Program Executive Office for Space Systems,,,Unknown
875,1670,Airbus Defense and Space Toulouse,2014-01-01,,Unknown
876,1676,Yahsat Brasil,2015-01-01,,Unknown
877,1684,Boeing Huntsville,1984-01-01,,Unknown
878,1686,Institut supérieur de l'aéronautique et de l'espace,2007-09-24,,Unknown
879,1687,Nepal Academy of Science and Technology,1982-01-01,,Unknown
880,1688,Old Dominion University,1930-01-01,,Unknown
881,1690,Orbital Micro Systems UK,2018-01-01,,Unknown
882,1691,Purdue University,1869-05-06,,Unknown
883,1709,General Atomics Electromagnetic System Group,2017-11-13,,Unknown
884,1710,Merritt Island High School,1965-01-01,,Unknown
885,1729,Aérospatiale,1970-01-01,2000-07-10,Unknown
886,1787,Advanced Technology of Laser Kft.,2009-01-01,,Unknown
887,1793,KLEO Connect GmbH,2015-01-01,,Unknown
888,1794,Egyptian Space Agency,2019-08-01,,Unknown
889,1796,Institute of Space Research and Aerospace,2013-06-01,,Unknown
890,1800,Sonoma State University,1960-01-01,,Unknown
891,1802,TRSI Club (Paul Kocyla),2015-01-01,,Unknown
892,1867,Sony Computer Science Laboratories,1988-01-01,,Unknown
893,1883,Astra Space,2016-01-01,,Unknown
894,1887,"Facebook, Inc.",2004-02-04,,Unknown
895,1893,Orbital Solutions Monaco,2019-01-03,,Unknown
896,1897,Wurzburg Center for Telematics,2015-01-01,,Unknown
897,1913,Beijing Smart Satellite Technology Co Ltd.,2018-05-10,,Unknown
898,1926,G. H. Raisoni College of Engineering Nagpur,1996-01-01,,Unknown
899,1928,ICEYE US,2019-12-01,,Unknown
900,1930,WarpSpace Co. Ltd.,2016-01-01,,Unknown
901,1933,New Space India Ltd.,2019-03-06,,Unknown
902,1934,Orbital Effects,2019-01-01,,Unknown
903,1937,Sri Shakthi Institute of Engineering and Technology,2006-01-01,,Unknown
904,2007,Space Services Inc.,1980-12-01,,Unknown
905,3151,Space Inventor A/S,2015-01-01,,Unknown
906,3211,Xi'an Aerospace Investment Co Ltd.,2018-10-01,,Unknown
907,3218,Spanish Radio Amateur Union,1949-01-01,,Unknown
908,3225,Sitronics Group,1997-01-01,,Unknown
909,3232,Outpost Technologies,2017-01-01,,Unknown
910,3239,SES S.A. (Princeton),2011-01-01,,Unknown
911,3246,Oryol State University named after I. S. Turgenev,1931-01-01,,Unknown
912,3253,Aerospace (Xinjiang) Science Technology Research Institute Co. Ltd.,2020-01-01,,Unknown
913,3360,Kuiper Systems LLC,2019-04-01,,Unknown
914,3410,Hon Hai Technology Group (Foxconn),1974-02-20,,Unknown
915,3417,"Internet Think Tank, Inc.",2021-01-01,,Unknown
916,3424,University Space Engineering Consortium - Taiwan,2019-12-01,,Unknown
917,3431,SITAEL S.p.A.,2014-12-01,,Unknown
918,3482,University of Manitoba,1877-01-01,,Unknown
919,3489,Aurora Research Institute,1981-01-01,,Unknown
920,3624,Satoro Space,2020-01-01,,Unknown
921,3631,Odyssey SpaceWorks,2022-01-01,,Unknown
922,3638,AAC Clyde Space AB,2018-01-01,,Unknown
923,3645,MethaneSAT LLC,2019-01-01,,Unknown
924,3725,Tata Advanced Systems Ltd,2017-01-01,,Unknown
925,3783,Turkish Aerospace Industries Inc.,1973-06-28,,Unknown
926,3825,"ArianeGroup, Bremen",2017-07-01,,Unknown
927,3834,Lemu Earth,2021-01-01,,Unknown
928,3842,The Exploration Company,2021-07-01,,Unknown
929,3874,Tianlian Measurement and Control Technology Co. Ltd.,2017-06-01,,Unknown
930,1450,Baumann Moscow State Technical University,1917-01-01,,Unknown
931,1454,University of New South Wales/Canberra,2011-01-01,,Unknown
932,1596,Aistech Space,2016-06-06,,Unknown
933,1605,"Es'hailsat, Qatar Satellite Company",2010-01-01,,Unknown
934,1610,Global Western,2015-06-06,,Unknown
935,1611,Korean Air Force Academy,1949-01-01,,Unknown
936,1618,Honeywell Aerospace/Aylesbury,2015-06-06,,Unknown
937,1622,Jordan University of Science and Technology,1986-06-06,,Unknown
938,1629,"OHB CGS S.p.A., Compagnia Generale per lo Spazio",2015-06-06,,Unknown
939,1634,SEOPS LLC,2015-06-06,,Unknown
940,1635,Sierra Nevada Corp. Space Systems (Louisville),2009-01-01,,Unknown
941,1646,"Shanghai OK Micro Aerospace Technology Co., Ltd.",,,Unknown
942,1671,Hypergiant Galactic Systems (SEOPS LLC),2019-02-01,,Unknown
943,1672,One Web,2015-01-01,,Unknown
944,1695,University of Virginia,1819-01-25,,Unknown
945,1711,Michigan Technological University Aerospace Enterprise,,,Unknown
946,1712,Microsat Systems Inc,2001-01-01,,Unknown
947,1714,NSLComm,2009-01-01,,Unknown
948,1715,SkyFox Labs,2014-01-01,,Unknown
949,1717,Tallinn University of Technology,1918-09-17,,Unknown
950,1718,Exhibition of Achievements of National Economy,1935-02-17,,Unknown
951,1730,"Beijing Qiansheng Exploration Technology Co., Ltd.",2017-01-01,,Unknown
952,1788,Alba Orbital Ltd.,2012-10-05,,Unknown
953,1791,Fossa Systems,2018-01-01,,Unknown
954,1799,Ningxia Jingui Information Technology Co. Ltd.,,,Unknown
955,1869,Defense Acquisition Program Administration,2006-01-01,,Unknown
956,1876,Key Lab of Lunar and Deep Space Exploration,2015-01-01,,Unknown
957,1884,BIRA-IASB Institut d'Aeronomie Spatiale de Belgique,1964-11-25,,Unknown
958,1886,"Centre Spatial Universitaire de Grenoble, Universite Grenoble Alpes",2016-01-01,,Unknown
959,1891,Lacuna Space,2019-01-01,,Unknown
960,1894,PointView Tech LLC,2018-07-01,,Unknown
961,1914,Hubei University of Technology,1952-01-01,,Unknown
962,2010,Parsons Corp.,1944-01-01,,Unknown
963,2012,Aerospacelab,2020-06-01,,Unknown
964,2017,University of Manchester,2004-01-01,,Unknown
965,2020,United States Space Force,2019-12-20,,Unknown
966,2022,Instituto Politecnico Nacional,1936-01-01,,Unknown
967,2025,"US Space Force Military Satellite Communications Wing, SMC, LAAFB",2020-12-19,,Unknown
968,2038,"Dutch Space, an EADS Astrium Company",2002-01-01,2014-01-01,Unknown
969,2043,AMSAT-Spain,,,Unknown
970,2052,Northrop Grumman/Azusa,2001-01-01,,Unknown
971,2093,"Cesium Astro, Inc.",2017-01-01,,Unknown
972,2095,"US Dept of the Interior, Bureau of Land Management",1849-03-03,,Unknown
973,2142,Huoyan Position Digital Intelligence Tech Service Co Ltd.,2021-01-01,,Unknown
974,2169,Aoyama Gakuin University,1949-01-01,,Unknown
975,2170,ArgoTec SRL,2008-01-01,,Unknown
976,2173,"Sierra Lobo, Inc.",1994-01-01,,Unknown
977,2187,"Yingshi Ruida Technology Co., Ltd.",,,Unknown
978,2191,New York University Abu Dhabi,2010-09-01,,Unknown
979,2198,Zhongguancun Ruichen Satellite Innovation and Application Research Institute,,,Unknown
980,2201,One Web (Florida),2015-01-01,,Unknown
981,2244,CShark S.r.l.,2013-01-01,,Unknown
982,2245,Dubai Electricity and Water Authority,1992-01-01,,Unknown
983,2247,Intuidex Inc.,2006-01-01,,Unknown
984,2254,Pion Labs,2019-01-01,,Unknown
985,2258,WiseKey International Holding Ltd,1999-01-01,,Unknown
986,2308,Beijing Univ. of Posts and Telecommunications,1955-01-01,,Unknown
987,2310,New Mexico State University,1960-01-01,,Unknown
988,2317,Beijing Xingyuan Aerospace Technology Co. Ltd.,,,Unknown
989,2399,Alba Orbital UG,2019-08-01,,Unknown
990,2400,Alen Space,2007-01-01,,Unknown
991,2401,Central European Institute of Technology,2011-01-01,,Unknown
992,2402,OmniSpace LLC,2012-01-01,,Unknown
993,2403,Pixxel,2020-01-01,,Unknown
994,2404,Portland State Aerospace Society [Portland State University],1996-01-01,,Unknown
995,2455,"ACME AtronOmatic, LLC",2006-01-01,,Unknown
996,2456,Astrix Astronautics,2021-02-01,,Unknown
997,2457,Aurora Propulsion Technologies,2018-01-01,,Unknown
998,2458,E-Space,2020-01-01,,Unknown
999,2459,China 4D Mapping Tech Co. Ltd.,2015-01-01,,Unknown
1000,2520,Advanced Space,2011-01-01,,Unknown
1001,2521,Boeing Millenium Space Systems,2018-01-01,,Unknown
1002,2522,"Bronco Space, Cal Poly Pomona",2021-01-01,,Unknown
1003,2523,Defense Science and Technology Agency,2000-03-01,,Unknown
1004,2524,"Defense and Security Accelerator, MoD",2015-01-01,,Unknown
1005,2525,Dynetics,2008-01-01,,Unknown
1006,2526,Hancom InSpace Co,2020-01-01,,Unknown
1007,2527,Plan-S Satellite and Space Technologies,2021-01-01,,Unknown
1008,2528,"Planetum, Stefanik Observatory",2018-11-01,,Unknown
1009,2529,Singapore Technologies Electronics Ltd,1969-01-01,,Unknown
1010,2530,SatRec Initiative,1999-01-01,,Unknown
1011,2531,ZJUNI-SAT,2020-01-01,,Unknown
1012,2532,SpaceManic,2018-01-01,,Unknown
1013,2533,Space Products and Innovation GmbH,2015-01-01,,Unknown
1014,2599,Arca Dynamics,2016-01-01,,Unknown
1015,2600,"Baltic State Technical University ""Voenmekh"" D.F. Ustinov",1932-01-01,,Unknown
1016,2601,Belgorod State University,1876-01-01,,Unknown
1017,2602,Bonyan Danesh Shargh,2021-01-01,,Unknown
1018,2603,European Organization for Nuclear Research (CERN),1954-09-29,,Unknown
1019,2604,"Agency for New Technologies, Energy and Environment",1991-01-01,,Unknown
1020,2605,Geoskan,2011-01-01,,Unknown
1021,2606,Nanyue Aerospace Science and Technology Innovation Research Institute,2021-04-24,,Unknown
1022,2607,Happy Science University,2015-04-01,,Unknown
1023,2608,Institute of Image Processing Systems RAS,1993-01-01,,Unknown
1024,2609,Kazan National Research Technical University,1992-01-01,,Unknown
1025,2610,Kuzbass State Technical University,1950-01-01,,Unknown
1026,2611,Moscow Institute of Electronic Technology,1965-01-01,,Unknown
1027,2612,NILACT DOSAAF LLC,1951-08-20,,Unknown
1028,2613,OOO New Intellectual Systems,2019-01-01,,Unknown
1029,2614,Vizard LLC,2019-01-01,,Unknown
1030,2615,OrbitNTNU,2020-01-01,,Unknown
1031,2617,Ryazan State Radiotechnical University,1951-01-01,,Unknown
1032,1456,National Space Program Management,2016-01-01,,Unknown
1033,1457,"Institute of Microsatellite Innovation, CAS",2017-01-01,,Unknown
1034,1597,Astrocast,2017-06-06,,Unknown
1035,1602,Carlo Gavazzi Space,1981-01-01,2011-01-01,Unknown
1036,1606,Fuerza Aérea Colombiana,1921-01-01,,Unknown
1037,1612,Gordon and Betty Moore Foundation,2000-01-01,,Unknown
1038,1614,"Escuela Militar de Aviación, Base Aérea Marco Fidel Suárez",1933-06-06,,Unknown
1039,1623,Los Angeles County Museum of Art,1910-10-10,,Unknown
1040,1630,Raytheon Missile Systems,1997-01-01,,Unknown
1041,1637,The Weiss School,1989-01-01,,Unknown
1042,1643,"Institute of Software, Chinese Academy of Sciences",,,Unknown
1043,1644,LeoStella LLC,2018-03-01,,Unknown
1044,1645,Sirion Global Pty Ltd.,2013-01-01,,Unknown
1045,1673,SES DTH do Brasil Ltda.,2002-01-01,,Unknown
1046,1696,Virginia Commercial Spaceflight Authority,1995-01-01,,Unknown
1047,1697,Virginia Polytechnic Institute and State University,1872-06-20,,Unknown
1048,1713,Momentus Space,2017-01-01,,Unknown
1049,1731,"Tiger Innovations, Inc.",1999-01-01,,Unknown
1050,1790,Beijing HEAD Aerospace Technology Co. Ltd.,2007-01-01,,Unknown
1051,1870,In-Space Missions,2015-01-01,,Unknown
1052,1873,Space Logistics LLC,2017-01-01,,United States
1053,1885,Slovenian Centre of Excellence for Space Sciences and Technologies,2010-01-01,,Slovenia
1054,1888,GHGSat Inc.,2015-01-01,,Canada
1055,1915,Swarm Technologies New Zealand,2020-01-01,,New Zealand
1056,2011,Parsons Corp./Torrance,2019-01-01,,United States
1057,2013,Agencia Espacial Mexicana,2010-07-01,,Mexico
1058,2016,EchoStar Global Australia,2019-10-01,,Australia
1059,2021,PLA Aerospace Engineering University,1978-01-01,,China
1060,2024,US Space Force Space and Missile Center,2019-12-20,,United States
1061,2029,Orbital Space (Dubai),2020-01-01,,United Arab Emirates
1062,2033,Maverick Space Systems,2019-02-01,,United States
1063,2035,Marshall Intech (UAE Bin Ghalib Group),2019-01-01,,United Arab Emirates
1064,2037,"Koninklijke Luchtmacht (KLu), Groep Geleide Wapens, LMB De Peel",1954-01-01,,Netherlands
1065,2039,OQ Technology (Kigali),2021-01-01,,Rwanda
1066,2044,AT&T Honolulu,2021-01-01,,United States
1067,2047,Firefly Aerospace,2014-01-01,,United States
1068,2050,MTA Centre for Energy Research,2012-01-01,,Hungary
1069,2051,Mini-Cubes LLC,2018-01-01,,United States
1070,2094,Curtin University,1986-12-19,,Australia
1071,2096,US Geological Survey (Reston),1879-03-03,,United States
1072,2143,Cabinet Space Strategy Office,2012-01-01,,Japan
1073,2171,Kochi Technical College,1963-01-01,,Japan
1074,2188,Zhejiang Geely Holding Group,1986-01-01,,China
1075,2189,GeeSpace,2018-01-01,,China
1076,2190,New York University,1831-04-18,,United States
1077,2202,Tianjin University,1895-10-02,,China
1078,2246,Innova Space,2019-01-01,,Argentina
1079,2251,Orion Space,2017-01-01,,Nepal
1080,2252,Orora Technologies GmbH,2018-09-01,,Germany
1081,2309,Indian Institute of Space Science and Technology,2007-01-01,,India
1082,2312,Sanya Research Institute,2012-01-01,,China
1083,2618,Peter the Great St Petersburg Polytechnic University,1899-01-01,,Russian Federation
1084,2619,Saransk Polytechnic College,1941-01-01,,Russian Federation
1085,2620,Siberian State Aerospace University,1960-01-01,,Russian Federation
1086,2621,Skolkovo Institute of Science and Technology,2011-01-01,,Russian Federation
1087,2622,Tyumen State University,1930-01-01,,Russian Federation
1088,2623,University of Naples Federico II,1224-01-01,,Italy
1089,2624,Montpellier University,2015-01-01,,France
1090,2625,University of South Alabama,1963-01-01,,United States
1091,2626,Varisat LLC,2020-06-25,,United States
1092,3142,AstroForge,2021-01-14,,United States
1093,3152,Tomorrow.io (The Tomorrow Companies Inc.),2016-09-01,,United States
1094,3212,Turion Space,2021-01-01,,United States
1095,3219,QSpace Technologies,2021-01-01,,Russian Federation
1096,3226,Hello Space Systems Teknoloji A.S.,2022-01-01,,Turkey
1097,3233,Satelit Nusantara Tiga,2018-01-01,,Indonesia
1098,3240,KAIROSPACE Co. Ltd.,2020-01-01,,"Korea, Republic of"
1099,3247,Korea Astronomy and Space Science Institute,1974-09-01,,"Korea, Republic of"
1100,3254,BG Optics,2014-01-01,,Russian Federation
1101,3404,Gonets Satellite Systems,,,Russian Federation
1102,3411,Quantum Generative Materials LLC,2021-05-01,,United States
1103,3418,Jacobs Solutions Inc.,1947-01-01,,United States
1104,3425,New Cairo Space Control Center,2023-01-01,,Egypt
1105,3432,RIKEN,1917-03-20,,Japan
1106,3483,University of Arkansas,1871-01-01,,United States
1107,3490,Clark Memorial International High School,1992-04-01,,Japan
1108,3618,"Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences",2011-08-01,,China
1109,3625,Quantum Space,2021-01-01,,United States
1110,3632,Ovzon AB,2006-01-01,,Sweden
1111,3639,Weihai Institute of Advanced Laser Communication Technology,2020-01-01,,China
1112,3646,China Lunar Exploration and Aerospace Engineering Center,2004-01-01,,China
1113,3726,Transwarp Technology (Shanghai) Co. Ltd.,2013-03-01,,China
1114,3826,Array Labs,2021-01-01,,United States
1115,3835,Pyras Technology Inc,2013-01-01,,"Taiwan, Province of China"
1116,3843,University of Arizona-Tucson,1885-03-12,,United States
1117,3875,Jigang Group,1958-01-01,,China
1118,1599,Aurora Insight Inc.,2016-06-06,,United States
1119,1600,Beijing Jiutian Satellite Tech Development Co Ltd.,2017-06-06,,China
1120,1604,Elysium Space,2015-06-06,,United States
1121,1608,Fleet Space Technologies Pty Ltd,2017-01-01,,Australia
1122,1616,Hiber,2015-06-06,,Netherlands
1123,1620,Irvine Public Schools Foundation,1976-06-06,,United States
1124,1625,King Mongkut's University of Technology North Bangkok,1959-01-01,,Thailand
1125,1627,Myriota Pty Ltd,2015-06-06,,Australia
1126,1632,Reaktor Space Lab Ltd,2016-06-06,,Finland
1127,1641,"University of North Carolina, Wilmington",1947-02-03,,United States
1128,1642,University of Southern Indiana,1965-06-05,,United States
1129,1674,SpaceIL,2011-01-01,,Israel
1130,1732,UnseenLabs SAS,2015-01-01,,Unknown
1131,1734,National Space Science Center,1958-01-01,,Unknown
1132,1803,Boeing Commercial Crew Processing Facility,2011-01-01,,United States
1133,1804,Boeing Space and Launch Division,1965-01-01,,Unknown
1134,1805,Toulouse Space Centre,1973-10-29,,Unknown
1135,1806,Elbit Systems Ltd.,1966-01-01,,Unknown
1136,1809,GHZ-NHK BDS Agricultural Tech. Co.,,,Unknown
1137,1817,Sun Yat-sen University,1924-01-01,,Unknown
1138,1871,L3Harris Space and Intelligence Systems,2019-06-01,,Unknown
1139,1889,Institut Royal Meteorologique (Koninklijk Meteorologisch Instituut),1913-07-31,,Unknown
1140,1892,Novosibirsk State University,1958-01-01,,Unknown
1141,1895,S.A.B. Aerospace s.r.o,2014-01-01,,Unknown
1142,1896,University of Maribor,1975-09-19,,Unknown
1143,1916,"Synspective, Inc.",2018-02-01,,Unknown
1144,2014,Helios Wire (Echostar),2019-10-01,,Canada
1145,2015,Xiamen Daxue,1921-01-01,,Unknown
1146,2018,Twenty-First Century Aerospace Technology Co.,2001-01-01,,Unknown
1147,2026,Space Development Agency,2019-03-12,,Unknown
1148,2028,Orbital Space (Kuwait),2018-08-01,,Unknown
1149,2030,Orbital Sidekick,2016-06-01,,Unknown
1150,2036,Loft Orbital,2016-01-01,,Unknown
1151,2045,Benchmark Space,2014-01-01,,Unknown
1152,2048,Hawaii Science and Technology Museum,2015-01-01,,Unknown
1153,2053,Teachers in Space Inc.,2010-01-01,,Unknown
1154,2097,US Geological Survey EROS Data Center,1973-08-07,,Unknown
1155,2144,Shanghai Jiao Tong University,1896-04-08,,Unknown
1156,2146,University of Massachusetts Lowell,1975-01-01,,Unknown
1157,2147,Asia-Pacific Space Cooperation Organization,2005-01-01,,Unknown
1158,2172,MHI Guidance and Propulsion (MHI Meiyo),,,Unknown
1159,2174,Teikyo Scientific University,1931-01-01,,Unknown
1160,2192,Mitsui Bussan Aerospace Co. Ltd.,1982-04-01,,Unknown
1161,2193,Raytheon Intelligence and Space/Blue Canyon,2021-01-01,,United States
1162,2197,Zhongke Xingrui (Starwiz),2018-05-01,,Unknown
1163,2248,"Lunasonde, Inc",2016-01-01,,Unknown
1164,2250,NuSpace Pte Ltd.,2018-11-17,,Unknown
1165,2256,SteamJet Space Systems,2017-09-01,,Unknown
1166,2311,Institute of Remote Sensing and Digital Earth,2012-01-01,,Unknown
1167,2692,Dhruva Space Pvt. Ltd.,2012-11-01,,Unknown
1168,2694,Future Science Institute,2015-04-01,,Unknown
1169,2695,"Lockheed Martin, Operations/Checkout Bldg, Kennedy Space Center",2009-01-01,,Unknown
1170,2696,OHB Sweden AB,2011-07-01,,Unknown
1171,2697,OmniTeq,2010-01-01,,United States
1172,2698,Swedish National Space Agency,1972-07-01,,Unknown
1173,2699,"Stellar Exploration, Inc.",2001-01-01,,Unknown
1174,2700,US Space Force Space Systems Command,2021-08-01,,Unknown
1175,2701,Yonago National College of Technology,1964-01-01,,Unknown
1176,2744,AAC SpaceQuest,2020-10-15,,Unknown
1177,2745,ABL Space Systems,2017-08-01,,Unknown
1178,2746,"Airbus Defense and Space (D), Lampoldshausen",2014-01-01,,Unknown
1179,2747,Airbus Defense and Space - Netherlands,2014-11-01,,Unknown
1180,2748,"Airbus Defense and Space Satellites (D), Friedrichsafen",2014-01-01,,Germany
1181,2749,Airbus Safran Launchers,2015-01-01,,Unknown
1182,2750,ArkEdge Space,2018-01-01,,Unknown
1183,2751,Dalhousie University,1818-01-01,,Unknown
1184,2752,Defence Science and Technology Laboratory,2001-07-01,,Unknown
1185,2753,Ukranian State Space Agency,2011-01-01,,Unknown
1186,2754,EU Agency for the Space Programme,2021-01-01,,Unknown
1187,2755,Fukui University,1949-01-01,,Unknown
1188,2756,Gama Space,2020-01-01,,Unknown
1189,2757,Gang Hang Ke (Shenzhen) Space Tech Co.,2019-01-01,,China
1190,2758,Globalstar Inc.,2011-01-01,,Unknown
1191,2759,National Formosa University,1980-01-01,,Unknown
1192,2760,Hanwha Corporation,1952-01-01,,Unknown
1193,2761,Hanwha SatRec Initiative,2021-01-01,,Unknown
1194,2762,Harada Seiki Co.,2007-01-01,,Unknown
1195,2763,Horizon Technologies,1996-01-01,,Unknown
1196,2764,Rocket Pi Space Technology Ltd,2020-01-01,,Unknown
1197,2765,Institute for Space Studies of Catalonia,2020-01-01,,Unknown
1198,2766,International Emerging Technology Company,2020-10-01,,Unknown
1199,2767,Kuwait University,1966-01-01,,Unknown
1200,2768,Shanghai Commsat Tech Dev Co Ltd.,2016-11-01,,China
1201,2769,Kindai University,1925-01-01,,Unknown
1202,2770,Korporatsii Roskosmos,2016-01-01,,Unknown
1203,2771,Meishan Huantian Smart Tech Co Ltd,2020-01-01,,Unknown
1204,2772,"Ministry of Science, Technology and Innovation",2016-01-01,,Unknown
1205,2773,"Ministry of Transport, Communications and Information Technology",2019-10-01,,Unknown
1206,2774,NGIS / ATK Aerospace Group Headquarters,2018-06-07,,Unknown
1207,2775,NGIS DSG Missile Products (Elkton),2018-06-07,,Unknown
1208,2776,NPC SpaceMind (NPC Production Concept),2013-01-01,,Unknown
1209,2778,Dragonfly Aerospace,1985-01-01,,Unknown
1210,2779,EOS Data Analytics,2015-01-01,,United States
1211,2780,Epic Aerospace,2019-01-01,,Unknown
1212,2781,Launcher Inc.,2019-01-01,,Unknown
1213,2782,Nantong Middle School,1909-01-01,,Unknown
1214,2783,National Aerospace Lab,1961-01-01,,Unknown
1215,2784,Joint Stock Corp. VNIIEM,2011-12-30,,Unknown
1216,2785,One Web (Network Access Associates Ltd.),2012-01-01,,Unknown
1217,2786,Open Cosmos/Barcelona,2022-10-11,,Unknown
1218,2787,Orbital Astronautics,2018-01-01,,Unknown
1219,2788,Orion Space Solutions,2022-02-01,,United States
1220,2789,"Planet Labs, Inc. (Planet)",2016-06-01,,Unknown
1221,2790,RHEATech UK,1992-01-01,,Unknown
1222,1601,Capella Space Corp.,2016-06-06,,Unknown
1223,282,European Launcher Development Organization,1962-03-29,1975-05-30,Unknown
1224,283,European Space Agency,1975-05-30,,Unknown
1225,284,European Space Research Organization,1962-06-14,1975-05-30,Unknown
1226,285,European Meteorological Satellite Organization,1983-11-01,,Unknown
1227,286,European Telecommunications Satellite Organization,1977-11-01,2001-07-01,Unknown
1228,287,International Maritime Satellite Organization,1979-09-03,1999-04-15,Unknown
1229,288,International Telecommunications Satellite Organization,1964-11-01,2001-07-01,United States
1230,289,North Atlantic Treaty Organization,1949-04-04,,Unknown
1231,294,"Arianespace, Inc.",1980-03-26,2017-06-30,Unknown
1232,295,National Institute of Space Research,1971-11-01,,Unknown
1233,296,"Chinese Academy of Space Technology, Beijing",1968-02-20,,Unknown
1234,297,National Space Research Center,1961-11-01,,Unknown
1235,298,German Test and Research Institute for Aviation and Space Flight,1969-11-01,1989-11-01,Unknown
1236,299,German Aerospace Center,1989-11-01,,Unknown
1237,300,European Space Agency history,,,Unknown
1238,301,Eutelsat history,,,Unknown
1239,302,German Aerospace Center history,,,Germany
1240,303,Intelsat history,,,Unknown
1241,304,Czech history,,,Unknown
1242,305,NASA Parent organisation,,,Unknown
1243,306,ERNO-VFW (Entwicklungsring Nord),1961-11-01,1969-01-01,Unknown
1244,307,Egyptian Radio and Television Union,1960-11-01,,Unknown
1245,308,Fairchild Space and Electronics,1971-11-01,1994-11-01,Unknown
1246,309,Roskosmos,2004-11-01,,Unknown
1247,310,"Ford Aerospace, Palo Alto",1976-12-01,1990-10-01,Unknown
1248,311,Fuchs-Gruppe,1985-11-01,,Unknown
1249,312,Delegation Ministerielle pour l Armement,1961-11-01,1977-11-01,France
1250,313,"Upper Atmosphere Lab, University of Colorado",1948-11-01,1965-11-01,Unknown
1251,315,U.S. Atomic Energy Commission,1947-01-01,1975-01-19,Unknown
1252,316,Aerospace Corp.,1960-06-01,,Unknown
1253,317,US Air Force Ballistic Missile Division,1957-06-01,1961-04-01,Unknown
1254,318,Aachen University of Applied Sciences,1971-11-01,,Unknown
1255,319,Aalborg University,1974-11-01,,Unknown
1256,320,Bolivarian Agency for Space Activities,2008-11-01,,Unknown
1257,321,U.S. Army Ballistic Missile Agency,1956-02-01,1961-12-01,Unknown
1258,322,"Army Map Service, US Army Corps of Engineers",1942-07-01,1968-09-01,Unknown
1259,323,Asia Cellular Satellite,1995-11-01,,Indonesia
1260,324,French Aero Club,1898-11-01,,Unknown
1261,325,Agency for Defense Development,1983-11-01,,Unknown
1262,326,"Ecole Polytechnique Federale de Lausanne, Ecublens campus",1978-11-01,,Unknown
1263,327,"ESIEESPACE, Ecole Sup. d Ingenieurs en Electron. et Electrotechnique",1990-11-01,,Unknown
1264,328,Environmental Science Services Administration,1965-11-01,1970-10-01,Unknown
1265,329,European Space Research and Technology Centre,1964-11-01,,Unknown
1266,330,Space Activities Comission,1963-11-01,1971-11-01,Unknown
1267,331,EuropeStar Ltd.,1998-11-01,2005-07-01,Unknown
1268,332,Eurasspace Gesellschaft fur Raumfahrttechnik mbH,1994-11-01,,Unknown
1269,333,Eurockot Launch Services GmbH (D for RU lanch vehicle),1995-11-01,,Unknown
1270,334,Meteorological Service,,1991-11-01,"USSR, Union of Soviet Socialist Republics"
1271,335,Satellite Communications Co.,1992-11-01,2001-04-19,Unknown
1272,336,Glavnoye Razvedyvatelnoe Upravleniye,1918-11-01,1991-11-01,Unknown
1273,337,Glavnoye Razvedyvatelnoe Upravleniye,1991-11-01,,Unknown
1274,338,NASA Goddard Space Flight Center,1959-05-01,,Unknown
1275,339,GTE Spacenet Corp,1983-11-01,1994-06-30,Unknown
1276,340,Main Space Forces Directorate,1981-11-01,1986-04-24,Unknown
1277,341,Main Space Forces Directorate,1970-03-01,1981-11-01,Unknown
1278,342,Main Rocket Armaments Directorate,1959-12-01,1970-11-01,Unknown
1279,343,State Remote Sensing Center,,,China
1280,344,US Air Force Cambridge Research Laboratories,1960-08-01,1976-01-15,Unknown
