International Designator,NORAD Catalog Number,Satellite Name,Source,Launch Date,Launch Site,Object Type,Last Data
1993-036BTU,38484,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2013-11-19T12:06:35.111520
1999-025ERY,38489,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-03-03T00:53:57.482304
1999-025ERZ,38490,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2015-01-02T10:42:42.778944
1999-025ESG,38497,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2021-12-09T23:21:05.223168
1999-025ESJ,38499,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-11T06:55:31.718784
1999-025ESK,38500,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-09-28T15:14:19.552128
1999-025ESM,38502,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2021-12-06T10:11:46.435200
1999-025ESN,38503,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2025-01-05T09:23:20.086944
1999-025ESP,38504,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-05-03T17:03:07.041024
1999-025ESQ,38505,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-08-22T20:47:12.178752
1999-025ESR,38506,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-11-18T00:40:52.717152
1999-025ESS,38507,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2014-05-14T20:15:46.358784
1999-025EST,38508,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-08-29T06:05:22.068960
1999-025ETA,38515,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2016-02-06T07:10:12.280800
1999-025ETD,38518,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-13T22:03:40.276224
1999-025ETE,38519,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-05T03:04:54.562656
1975-064E,38532,METEOR 2-1 DEB,CIS,1975-07-11,PLMSC,DEB,2024-10-14T07:05:44.349216
1977-024D,38533,METEOR 1-27 DEB,CIS,1977-04-05,PLMSC,DEB,2022-07-11T03:47:16.740960
1979-095CC,38535,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2022-09-07T15:57:31.531392
1983-109E,38537,METEOR 2-10 DEB,CIS,1983-10-28,PLMSC,DEB,2022-09-20T01:40:12.974304
1983-109F,38538,METEOR 2-10 DEB,CIS,1983-10-28,PLMSC,DEB,2023-02-25T23:50:02.651136
1988-005AU,38541,METEOR 2-17 DEB,CIS,1988-01-30,PLMSC,DEB,2024-09-19T02:36:28.378656
1988-005AW,38543,METEOR 2-17 DEB,CIS,1988-01-30,PLMSC,DEB,2023-12-26T21:30:55.499616
1988-005AX,38544,METEOR 2-17 DEB,CIS,1988-01-30,PLMSC,DEB,2024-08-13T08:07:37.239744
2006-006CX,38557,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2024-06-19T20:03:12.301920
2006-006CY,38558,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2022-03-28T19:22:51.914784
2006-006CZ,38559,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2024-09-17T05:05:42.292320
2006-006DA,38560,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2012-06-10T15:38:27.698208
2006-006DC,38562,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2021-07-11T09:00:15.739488
2006-006DD,38563,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2023-02-28T21:29:09.702816
2006-006DE,38564,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2017-01-27T04:17:49.260768
2008-011Q,38569,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-09-30T09:46:27.270048
2008-011R,38570,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2014-03-21T04:15:49.777344
2008-011U,38573,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-06-22T13:45:41.061024
2008-011V,38574,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-06-04T21:46:47.503200
2008-011W,38575,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-11-06T07:36:12.813408
2008-011AB,38580,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2023-08-17T22:31:51.182112
2008-011AC,38581,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-09-12T04:31:14.029248
2008-011AD,38582,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-04-06T12:49:32.316384
2008-011AK,38588,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-10-18T05:07:18.382944
2008-011AL,38589,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-05-13T00:11:42.094176
2008-011AN,38591,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2015-08-24T11:08:12.416640
2008-011AS,38595,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2015-10-29T01:20:50.603136
2008-011AT,38596,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2012-09-08T15:14:08.408256
2008-011AV,38598,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2022-07-28T08:58:17.125248
2008-011AW,38599,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2020-11-18T12:44:44.670912
2008-011BC,38605,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2016-03-22T19:01:08.066208
2008-011BL,38613,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2020-09-14T09:52:04.373472
2008-011BM,38614,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2016-09-15T02:44:32.494272
2008-011BN,38615,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2022-06-23T23:37:15.616128
2008-011BP,38616,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-11-01T19:31:48.317088
2008-011BQ,38617,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2022-02-15T06:03:58.969440
2008-011BR,38618,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-02-25T14:59:09.967488
2008-011BT,38620,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2012-11-27T19:41:10.846752
2008-011BW,38623,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2015-02-20T22:45:10.221408
2008-011BZ,38626,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-03-17T13:16:53.574240
2008-011CA,38627,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2019-03-03T16:27:49.849632
2008-011CB,38628,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2016-03-11T09:24:20.456352
2008-011CD,38630,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2015-09-28T04:15:19.757664
2008-011CF,38632,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2018-08-04T07:53:46.696416
2008-011CG,38633,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-10-02T08:11:03.969888
2008-011CH,38634,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2023-01-20T01:29:52.218816
2008-011CJ,38635,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2016-02-29T06:52:08.320224
2008-011CL,38637,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2016-10-02T20:43:29.211456
2008-011CM,38638,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2015-12-06T19:28:46.060608
2008-011CN,38639,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-05-28T09:05:47.231232
2008-011CQ,38641,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2015-07-24T03:42:45.725760
2008-011CT,38644,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2015-02-23T21:22:07.702752
2008-011CY,38649,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2025-02-04T05:34:25.605984
1988-005AY,38655,METEOR 2-17 DEB,CIS,1988-01-30,PLMSC,DEB,2024-06-04T02:04:12.515808
2007-003AJ,38670,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2024-01-12T18:37:02.637408
1986-010H,38673,CZ-3 DEB,PRC,1986-02-01,XICLF,DEB,2024-02-22T11:18:39.467232
2006-042D,38674,DELTA 2 DEB,US,2006-09-25,AFETR,DEB,2024-05-21T23:52:02.417952
2008-012D,38677,DELTA 2 DEB,US,2008-03-15,AFETR,DEB,2023-05-29T11:08:05.572896
2009-067C,38679,BLOCK DM-SL DEB,CIS,2009-11-30,TYMSC,DEB,2012-10-05T09:12:26.871840
1996-021E,38680,SL-12 DEB,CIS,1996-04-08,TYMSC,DEB,2012-07-27T05:43:01.631712
1996-021F,38681,SL-12 DEB,CIS,1996-04-08,TYMSC,DEB,2012-10-16T00:05:33.250848
1979-009F,38683,AYAME DEB,JPN,1979-02-06,TANSC,DEB,2024-04-08T02:48:58.552704
1979-101V,38686,SATCOM 3 DEB,US,1979-12-07,AFETR,DEB,2023-10-05T03:03:51.196896
1979-101Y,38689,SATCOM 3 DEB,US,1979-12-07,AFETR,DEB,2024-02-05T05:35:35.517408
1968-081V,38695,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,DEB,2025-01-07T14:59:37.370112
1968-081W,38696,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,DEB,2023-03-26T00:53:31.217568
1968-081AB,38701,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,DEB,2023-01-10T22:10:42.881088
1999-025ETG,38715,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-10-08T18:15:59.123808
1999-025ETH,38716,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-08-11T05:03:02.314080
1999-025ETK,38718,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-01-23T23:16:27.170688
1999-025ETN,38721,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-29T11:28:30.578880
1999-025ETQ,38723,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-08-25T14:25:08.987808
1999-025ETU,38727,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-09-12T00:45:27.275616
1999-025ETW,38729,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-03-23T06:47:17.560896
2010-042C,38748,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2024-06-16T01:26:36.950496
1999-025ETX,38783,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-02-18T10:29:08.822688
1999-025ETZ,38785,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-11T06:29:02.313024
1999-025EUA,38786,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-30T14:16:36.363648
1999-025EUB,38787,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-12-11T15:58:21.298656
1999-025EUE,38790,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-07-28T16:14:49.854624
1999-025EUF,38791,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2018-08-12T08:02:49.240032
1999-025EUJ,38794,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-07-25T12:25:52.387680
1999-025EUN,38798,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2020-07-28T07:34:49.833984
1999-025EUS,38802,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2017-04-16T09:31:16.595040
1999-025EUU,38804,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-07-26T06:08:02.898240
1999-025EUW,38806,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2015-05-12T05:37:26.467968
1999-025EUX,38807,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-11-17T07:13:15.364128
1999-025EUY,38808,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-05T12:35:13.925472
1999-025EVA,38810,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-05T07:19:53.105664
1999-025EVB,38811,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-06-16T01:57:33.267456
1999-025EVG,38816,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-15T01:18:45.813888
1999-025EVH,38817,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-11-06T00:24:10.754496
1999-025EVL,38820,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-04T06:32:40.157664
1999-025EVM,38821,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-26T14:09:51.658272
1999-025EVN,38822,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-10-06T21:46:44.554368
1999-025EVP,38823,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-08-29T08:51:32.386176
1999-025EVR,38825,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-08-31T11:36:00.329760
1999-025EVS,38826,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2021-12-13T02:18:48.011328
1999-025EVX,38831,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2018-07-26T14:16:44.587200
1980-073N,38836,METEOR 2-6 DEB,CIS,1980-09-09,PLMSC,DEB,2024-09-28T05:51:18.156096
1974-029D,38843,COSMOS 651 DEB,CIS,1974-05-15,TYMSC,DEB,2024-06-17T16:09:13.590144
1992-047AV,39054,SL-12 DEB,CIS,1992-07-30,TYMSC,DEB,2022-09-03T23:44:36.850560
1981-053MU,39056,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2016-08-23T00:18:47.942496
1986-019VS,39104,ARIANE 1 DEB,FR,1986-02-22,FRGUI,DEB,2024-10-11T09:31:12.882432
1999-025EVZ,39112,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-10-25T04:36:13.438080
1999-025EWA,39113,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-29T13:22:02.826624
1999-025EWB,39114,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-02-27T13:13:49.669248
2013-031B,39189,O3B FM4,O3B,2013-06-25,FRGUI,PAY+,2025-01-09T19:40:48.114912
1994-029AEU,39309,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-12-02T00:54:35.443008
1994-029AFF,39320,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2025-02-07T03:55:50.659392
2008-011DB,39324,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2019-08-14T12:39:07.404192
2008-011DC,39325,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-05-09T07:16:42.433824
2008-011DD,39326,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-10-03T22:16:03.270432
2008-011DE,39327,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2024-06-14T23:09:36.588384
2008-011DF,39328,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2023-11-13T21:51:25.892640
2008-011DG,39329,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2014-04-04T09:27:55.905984
2008-011DJ,39331,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2015-10-22T00:29:54.283488
2010-042D,39332,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2023-12-12T13:16:37.830432
2010-042H,39336,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2023-11-19T19:07:21.938880
2010-057F,39341,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2025-01-21T23:33:02.517696
2010-057V,39355,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2017-07-06T10:41:18.151008
2013-066V,39435,WREN,GER,2013-11-21,DLS,PAY-,2014-04-09T08:26:42.838944
1999-025EWC,39535,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-07-19T11:21:12.938688
1999-025EWH,39540,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-03-09T06:50:36.278304
1999-025EWK,39542,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2015-10-28T05:58:14.703456
1993-036BUB,39545,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-09-02T20:20:02.055264
1993-036BUE,39548,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-10-17T19:14:20.272128
1993-036BUF,39549,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-12-27T23:05:17.256192
1993-036BUG,39550,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2023-03-03T03:21:09.995328
1993-036BUM,39582,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-01-05T17:59:48.075936
1993-036BUT,39588,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-09-09T03:55:35.078880
1997-051AAG,39594,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2024-08-28T06:37:42.044448
2007-003AK,39598,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2023-11-10T04:51:48.079584
1979-095CD,39602,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2024-07-21T10:48:00.063072
1979-095CH,39606,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2022-09-14T16:55:17.559840
1979-095CJ,39607,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2015-08-12T09:39:29.467296
1991-009DK,39696,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-10-06T07:15:09.258336
1991-009DL,39697,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-03-18T04:08:04.462368
1991-009DN,39699,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-06-11T07:42:48.515904
1991-009DP,39700,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2022-10-20T00:33:10.372608
1991-009DQ,39701,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-09-09T07:23:49.155648
1991-009DS,39703,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-09-14T06:53:47.343264
1992-060F,39704,ARIANE 44LP DEB,FR,1992-09-10,FRGUI,DEB,2024-05-10T18:22:32.094336
1992-060G,39705,ARIANE 44LP DEB,FR,1992-09-10,FRGUI,DEB,2024-04-02T18:56:55.508640
1992-060H,39706,ARIANE 44LP DEB,FR,1992-09-10,FRGUI,DEB,2023-03-11T09:13:46.657056
1992-093JX,39707,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-11-05T10:50:17.515104
1992-093KA,39710,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2022-11-12T06:50:12.888960
1992-093KC,39712,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-08-27T05:45:36.876960
1992-093KG,39716,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2017-02-17T06:55:21.830304
1992-093KP,39723,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2021-02-25T02:36:14.133024
1992-093KR,39725,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-11-04T04:10:35.808384
1997-051AAL,39779,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2023-12-02T07:03:58.255200
1997-051ABD,39796,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2018-05-17T18:24:43.254720
2008-046K,39798,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2022-05-21T05:42:06.654528
2008-046L,39799,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2023-04-08T23:46:04.420416
2008-046Q,39803,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2019-03-16T17:00:46.421568
2008-046R,39804,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2018-10-30T00:17:34.894752
1987-020EH,39809,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2012-05-31T14:16:57.784800
1987-020EK,39811,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2024-12-11T19:23:40.596000
1987-020EL,39812,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2022-09-25T07:16:48.322848
1987-020EZ,39825,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2024-10-29T16:06:52.132608
1987-020FA,39826,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2015-06-17T15:19:34.231296
1987-020FC,39828,COSMOS 1823 DEB,CIS,1987-02-20,PLMSC,DEB,2024-08-20T02:06:20.655648
1991-009DT,39835,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-03-23T01:20:45.909888
1991-009DV,39837,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2024-05-12T17:11:29.632416
1991-009DY,39840,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2025-01-30T03:41:35.154240
1992-093KW,39844,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2022-11-11T21:17:09.569184
1992-093KX,39845,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-10-25T13:46:39.542592
1992-093KY,39846,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2022-11-16T05:49:58.705248
1992-093KZ,39847,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-10-15T17:29:31.168608
1992-093LD,39851,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2023-01-12T03:40:04.720224
1992-093LE,39852,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-04-27T06:41:35.412576
1992-093LL,39858,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2022-09-22T08:07:12.111168
1992-093LQ,39862,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-08-26T07:56:44.344320
1992-093LU,39866,SL-16 DEB,CIS,1992-12-25,TYMSC,DEB,2024-10-26T18:02:02.947200
1993-016AS,39868,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-13T22:43:30.128736
1993-016AT,39869,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2015-05-14T11:00:31.718880
1993-016AU,39870,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-29T01:41:29.357088
1993-016AY,39874,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-10-28T19:47:50.179776
1993-016AZ,39875,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2014-07-19T01:24:25.927488
1993-016BA,39876,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-08-26T16:54:50.526144
1993-016BB,39877,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-13T15:15:40.348224
1993-016BC,39878,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-18T14:41:43.430208
1993-016BD,39879,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-08-23T22:11:30.052896
1993-016BE,39880,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-06T17:49:52.902624
1993-016BH,39883,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-05-18T00:50:17.631456
1993-016BJ,39884,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-14T22:04:23.656800
1993-016BK,39885,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-08T13:43:33.629664
1993-016BM,39887,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-10T15:30:53.546976
1993-016BN,39888,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2024-12-19T04:58:21.405216
1993-016BS,39892,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-03T16:31:17.909472
1993-016BT,39893,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-01T18:37:16.126176
1993-016BU,39894,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-29T23:39:10.540224
1993-016BW,39896,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-08T10:56:20.953248
1993-016BX,39897,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2020-10-08T12:32:45.654432
1993-016CB,39901,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-10-20T18:40:48.480960
1993-016CE,39904,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2011-08-24T00:22:06.754944
1993-016CF,39905,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2023-01-28T09:20:27.178080
1993-016CG,39906,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-23T09:15:04.564800
1994-029AFL,39913,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-09-01T00:39:53.405280
1994-029AFQ,39917,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2025-02-05T08:37:44.656896
1994-029AFU,39921,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-09-04T22:02:16.880352
1994-029AFW,39923,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-05-11T16:30:10.457856
1994-029AGC,39929,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-12-24T17:45:02.808576
2006-006DF,39933,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2021-03-25T01:50:12.089184
2006-006DG,39934,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2013-06-23T20:06:55.078272
1981-053NA,39940,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2017-08-08T13:55:10.844832
1981-053NL,39950,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-02-18T04:15:50.122944
1981-053NN,39952,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2018-03-26T13:39:30.588192
1981-053NP,39953,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2017-12-21T18:26:49.081632
1981-053NR,39955,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-08-29T07:36:38.349792
1987-068CW,39970,SL-14 DEB,CIS,1987-08-18,PLMSC,DEB,2024-06-19T15:08:31.879392
1987-068DE,39978,SL-14 DEB,CIS,1987-08-18,PLMSC,DEB,2024-07-31T12:32:21.226560
2008-011DL,39987,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-05-14T09:45:44.867520
2008-011DP,39990,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2021-07-29T07:26:12.727392
2008-011DQ,39991,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-01-29T22:43:33.072384
2008-011DR,39992,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-05-14T00:55:49.872288
2008-011DT,39994,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2022-11-11T17:39:41.783328
2008-011DU,39995,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2023-05-12T06:15:08.082144
2008-011DV,39996,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-10-29T03:18:31.571424
2008-011DW,39997,BREEZE-M DEB,CIS,2008-03-14,TYMSC,DEB,2013-10-23T23:20:17.424096
2002-040E,39998,MSG 1 DEB [COOLER COVER],EUME,2002-08-28,FRGUI,DEB,2024-12-10T12:01:43.561632
2008-046S,40121,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2018-05-13T04:46:57.444672
2007-003AL,40152,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2017-06-29T00:04:45.914880
