International Designator,NORAD Catalog Number,Satellite Name,Source,Launch Date,Launch Site,Object Type,Last Data
1993-036AWJ,35992,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2015-05-31T01:31:19.850880
1993-036AWS,36000,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-11-30T22:37:47.650368
1993-036AWZ,36007,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2021-08-31T16:43:12.626688
1993-036AXA,36008,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-11-12T17:38:03.911136
1997-051UW,36015,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2011-07-20T00:19:50.183328
1997-051UX,36016,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2014-01-05T11:52:12.789408
1993-036AYB,36064,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-10-19T05:45:41.878656
1993-036AYC,36065,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2010-02-09T13:57:14.952384
1987-011K,36132,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2022-10-29T11:06:04.923936
1999-025DRH,36136,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2015-10-15T13:26:44.413728
1999-025DRL,36139,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-05-27T03:57:44.222688
1999-025DRN,36141,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-04-29T18:05:52.935360
1999-025DRP,36142,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-02-19T05:49:17.282496
1999-025DRR,36144,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2014-07-01T04:43:19.252704
1999-025DRS,36145,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2010-05-09T22:26:05.058528
1999-025DRT,36146,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-07-09T09:40:52.559904
1999-025DRW,36149,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-10-21T14:33:38.689056
1999-025DSA,36153,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-04-22T00:09:32.336064
1999-025DSB,36154,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-22T08:07:35.891040
1999-025DSC,36155,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2021-02-21T22:42:48.397536
1999-025DSD,36156,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-22T11:19:18.178752
1999-025DSJ,36161,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-11-09T06:53:39.071328
1999-025DSN,36165,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-01-12T16:04:53.658336
1999-025DSP,36166,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2021-08-26T08:56:02.930496
1999-025DST,36170,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-07-27T22:42:54.893088
1999-025DSV,36172,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-11T05:10:21.300384
1999-025DTA,36177,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-11-22T08:38:52.962144
1999-025DTH,36184,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2025-01-24T06:12:15.156000
1999-025DTK,36186,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-08-06T06:31:03.153792
1999-025DTN,36189,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2012-02-05T01:38:39.384960
1999-025DTP,36190,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-04-24T03:57:01.238688
1999-025DTR,36192,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-10-07T21:41:05.424864
1999-025DTV,36196,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-06-19T15:08:35.797632
1999-025DTW,36197,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-12-25T23:18:47.158560
1999-025DUE,36205,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-10-22T10:51:59.156928
1999-025DUJ,36209,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2013-05-24T20:19:31.577664
1999-025DUP,36214,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-01-02T07:41:38.117184
1999-025DUX,36222,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-04-25T09:48:56.236608
1999-025DUY,36223,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-24T01:57:13.025664
1999-025DVR,36240,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-01-19T00:56:36.063456
1999-025DVT,36242,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-21T06:13:58.700352
1999-025DVX,36246,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-10-07T10:44:21.954912
1999-025DVZ,36248,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-04-10T18:52:55.154208
1999-025DWJ,36257,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-10-28T00:06:00.499680
1999-025DWL,36259,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-08-29T13:01:45.029856
1999-025DWX,36270,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-05-19T05:56:59.113824
2000-033E,36294,NADEZHDA 6 DEB,CIS,2000-06-28,PLMSC,DEB,2011-06-04T09:05:37.090464
1972-022D,36305,METEOR 1-11 DEB,CIS,1972-03-30,PLMSC,DEB,2023-01-19T05:24:27.006912
1972-022E,36306,METEOR 1-11 DEB,CIS,1972-03-30,PLMSC,DEB,2015-12-25T06:46:10.548192
1980-073K,36307,METEOR 2-6 DEB,CIS,1980-09-09,PLMSC,DEB,2024-04-07T04:02:39.226848
1980-073L,36308,METEOR 2-6 DEB,CIS,1980-09-09,PLMSC,DEB,2021-12-21T00:40:39.027936
1980-073M,36309,METEOR 2-6 DEB,CIS,1980-09-09,PLMSC,DEB,2022-10-20T02:44:29.731200
1982-025C,36318,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2024-07-30T22:28:14.263680
1982-025G,36322,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2024-07-27T19:22:09.261696
1982-025H,36323,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2024-11-02T10:42:31.016448
1982-025M,36327,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2024-10-13T01:22:37.115328
1982-025P,36329,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2024-05-08T13:17:59.414496
1982-025R,36331,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2023-07-16T18:56:41.787456
1982-025S,36332,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2022-12-26T12:39:49.030848
1982-025T,36333,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2023-01-16T02:11:00.055104
1982-025Z,36339,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2022-09-22T02:49:34.857120
1982-025AE,36344,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2022-11-02T02:54:44.272800
1982-025AG,36346,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2024-11-09T18:16:23.798784
1982-025AH,36347,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2023-09-30T05:05:49.082496
1982-025AJ,36348,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2024-09-30T19:08:07.978848
1982-025AM,36351,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2024-10-12T00:39:50.719104
1982-025AN,36352,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2022-11-16T15:32:42.696960
1982-025AT,36357,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2022-09-10T11:18:13.223232
1993-036AZL,36383,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2013-10-23T19:57:47.399904
1993-036AZS,36419,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-01-31T20:09:17.346240
1993-036AZW,36423,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-10-12T03:03:08.691552
1993-036BAH,36434,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2013-10-23T06:22:05.670624
1993-036BAJ,36435,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-11-22T03:10:41.278080
1993-036BAX,36448,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-05-08T15:21:18.347616
1993-036BAZ,36450,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2013-03-30T11:52:22.079136
1993-036BBF,36456,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2014-07-02T01:39:32.269536
1993-036BBG,36457,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2013-03-04T20:59:29.700384
1993-036BBN,36463,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2011-09-18T18:18:06.339168
1993-036BBS,36467,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-09-03T21:16:06.255264
1997-051VY,36482,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2022-06-29T05:49:45.063552
1997-051WD,36487,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2024-10-24T08:39:45.848448
1997-051WP,36497,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2024-05-04T08:56:56.964192
1993-036BCP,36529,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-05-08T08:36:21.269664
1993-036BCR,36531,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-10-27T16:00:31.417920
1993-036BCS,36532,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-11-04T14:42:58.230144
1993-036BDD,36543,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-10-24T06:51:38.039616
1993-036BDV,36559,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-10-08T06:01:38.897760
1993-036BEM,36623,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2011-11-07T07:35:40.530912
1999-025DXS,36648,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-09-20T21:11:52.237536
1999-025DXV,36651,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-09-09T01:39:28.458432
1999-025DYA,36656,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-09-10T21:34:15.110400
1999-025DYC,36658,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-10T01:17:49.237440
1999-025DYF,36661,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-20T10:55:38.156736
1999-025DYH,36663,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2017-01-05T15:42:21.098304
1999-025DYK,36665,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-05-12T19:34:14.621664
1999-025DYM,36667,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-14T11:25:14.227104
1999-025DYQ,36670,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-30T01:20:51.165600
1999-025DYV,36675,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-08-20T02:38:02.085504
1999-025DYX,36677,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-07T08:45:07.229664
1999-025DZJ,36688,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-08-23T09:45:43.720128
1999-025DZQ,36694,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-08-08T20:11:17.607264
1999-025DZU,36698,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2013-03-29T12:46:00.079968
1999-025DZW,36700,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-11T14:42:46.434816
1999-025DZY,36702,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-11-07T08:20:48.440832
1999-025DZZ,36703,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-31T02:22:28.087680
1999-025EAL,36714,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-22T23:59:48.447456
1999-025EAM,36715,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2014-03-04T21:11:35.377440
1999-025EAR,36719,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-08T04:39:01.769472
1999-025EAZ,36727,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-04-10T00:58:08.161536
1999-025EBD,36731,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-09T02:56:53.009664
1999-025EBF,36733,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-12-09T07:37:16.755456
1999-025EBM,36739,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-11-01T04:32:48.687360
1999-025EBP,36741,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-22T20:50:27.410784
1982-025AX,36860,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2025-01-09T03:17:24.849888
1982-025BD,36866,METEOR 2-8 DEB,CIS,1982-03-25,PLMSC,DEB,2023-11-27T11:17:47.134752
1981-043S,36879,METEOR 2-7 DEB,CIS,1981-05-14,PLMSC,DEB,2024-10-26T11:24:38.010816
1989-039EG,36884,SL-12 DEB,CIS,1989-05-31,TYMSC,DEB,2024-10-02T03:22:23.200320
1987-011M,36933,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2022-01-06T10:59:59.343936
1987-011N,36934,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2015-05-25T01:52:18.228000
1987-011R,36937,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2022-09-30T17:47:28.928256
1987-011T,36939,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2022-07-19T12:57:30.631968
1987-011U,36940,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2022-09-03T22:47:16.280736
1987-011W,36942,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2022-08-28T02:09:44.004960
1987-011X,36943,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2022-09-22T02:55:26.931072
1987-011Y,36944,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2022-12-30T20:30:39.521376
1987-011Z,36945,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2015-05-29T01:24:59.198400
1987-011AA,36946,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2022-08-31T08:06:38.943936
1987-011AB,36947,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2022-11-23T03:48:49.823136
1987-011AC,36948,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2015-06-05T05:38:55.600800
1987-011AE,36950,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2010-10-06T03:27:55.594944
1987-011AF,36951,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2016-05-15T09:21:02.948544
1987-011AG,36952,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2012-02-03T19:35:01.171392
1987-011AH,36953,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2014-12-13T01:04:15.906720
1987-011AJ,36954,COSMOS 1818 COOLANT,CIS,1987-02-01,TYMSC,DEB,2014-05-14T02:17:31.154208
2006-006CQ,36958,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2023-09-05T12:18:15.742944
2006-006CR,36959,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2025-01-09T01:24:01.948896
2006-006CS,36960,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2012-12-16T21:16:43.157568
2006-006CT,36961,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2010-09-01T15:06:02.783232
2006-006CU,36962,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2024-04-29T18:07:55.823808
2006-006CV,36963,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2022-09-04T07:29:18.608352
2006-006CW,36964,BREEZE-M DEB,CIS,2006-02-28,TYMSC,DEB,2023-11-05T18:05:09.307680
2007-003AB,36965,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2023-07-28T12:20:14.702784
2007-003AC,36966,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2024-07-01T09:21:42.107616
2007-003AD,36967,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2024-03-11T01:26:14.759520
2007-003AF,36969,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2011-01-18T00:57:38.505600
2007-003AG,36970,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2017-02-05T14:44:03.666048
2007-003AH,36971,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2023-03-03T13:20:05.699328
1965-108DK,36979,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2023-03-10T08:24:34.159104
1965-108DL,36980,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2018-03-27T00:19:40.089216
1965-108DM,36981,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2021-12-09T07:24:30.759840
1965-108DN,36982,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2023-09-15T06:09:38.038464
1999-025EBU,36988,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2010-10-27T01:03:13.505184
1999-025EBV,36989,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2021-12-24T20:38:10.476672
1999-025EBX,36991,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-03-13T08:05:51.647712
1999-025ECD,36997,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-08T02:20:16.069344
1999-025ECF,36999,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2017-10-01T21:46:58.221984
1999-025ECH,37001,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-19T23:38:30.253632
1999-025ECL,37004,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2013-04-25T15:38:54.305088
1999-025ECM,37005,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2012-08-31T11:34:24.387744
1999-025ECR,37009,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2016-04-03T14:42:14.145408
1999-025ECU,37012,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-09-23T11:51:47.957184
1999-025EDA,37018,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-07T07:57:15.178752
1999-025EDB,37019,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-29T11:28:43.674528
1999-025EDE,37022,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-09-25T02:18:44.290080
1999-025EDH,37025,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2014-08-19T15:52:31.231776
1999-025EDJ,37026,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-05-10T11:11:02.084640
1999-025EDK,37027,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2012-09-25T23:55:46.142976
1999-025EDM,37029,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-06-03T06:38:22.488288
1999-025EDN,37030,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-06-16T10:13:54.932736
1999-025EDP,37031,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2013-10-03T14:12:48.636576
1999-025EDR,37033,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2014-08-10T19:12:31.909248
1999-025EDS,37034,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2011-02-21T08:20:34.997856
1999-025EDT,37035,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-04-24T06:50:47.579424
1999-025EDW,37038,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-08-11T06:05:11.272416
1999-025EDY,37040,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-08-20T02:24:06.102432
1999-025EDZ,37041,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-06-22T10:52:15.546144
1999-025EEA,37042,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-11-05T12:26:10.539456
1999-025EED,37045,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-10-01T23:14:51.466272
1999-025EEF,37047,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-08-28T09:44:02.575968
1999-025EEH,37049,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-02-24T15:50:09.803616
1999-025EEL,37052,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-07-27T19:28:26.411520
1999-025EEM,37053,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-05-08T22:44:18.178368
1999-025EEP,37055,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-23T13:56:32.084160
1999-025EEW,37062,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2013-08-27T19:28:05.916576
1999-025EFL,37076,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-01-01T21:34:43.504896
1999-025EFQ,37080,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-10-21T13:45:30.544416
1993-036BFP,37093,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-11-09T19:53:49.276320
1993-036BFT,37097,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2014-01-07T17:49:55.804800
1993-036BGB,37105,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-10-12T14:07:48.454464
1993-036BGL,37114,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-10-08T20:49:05.717856
